scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
10257,39,2,5765,bc:22:28:21:55:6b,CSE-104,-66
10258,39,2,5745,52:29:6f:70:e8:02,Shakshor,-82
10259,39,2,5805,36:62:f9:a1:88:57,CSE OFFICE,-84
10260,39,2,5785,bc:22:28:21:09:21,CSE-205,-79
10261,39,3,5765,bc:22:28:21:55:6c,,-75
10262,39,3,5765,bc:22:28:21:55:6b,CSE-104,-72
10263,39,3,5745,52:29:6f:70:e8:02,Shakshor,-85
10264,39,3,2457,36:20:f9:a1:88:62,CSE OFFICE,-65
10265,39,3,5805,36:62:f9:a1:88:63,CSE OFFICE,-82
10266,39,3,2457,bc:22:28:21:09:24,CSE-205,-66
10267,39,3,5805,36:62:f9:a1:88:57,CSE OFFICE,-85
10268,39,3,5785,bc:22:28:21:09:22,,-78
10269,39,3,2437,bc:22:28:21:09:ba,CSE-206,-68
10270,39,3,5785,bc:22:28:21:09:21,CSE-205,-77
10271,39,3,2412,00:22:b0:05:f3:bc,CSE-204,-65
10272,39,3,2412,18:0f:76:c3:06:8d,CSE-304,-50
10273,39,4,5805,bc:22:28:21:70:5f,CSE-214,-91
10274,39,4,5745,1e:61:b4:ac:79:f3,CSE-306BL,-90
10275,39,4,5765,bc:22:28:21:55:6b,CSE-104,-96
10276,39,4,5745,52:29:6f:70:e8:02,Shakshor,-66
10277,39,4,5805,36:62:f9:a1:88:63,CSE OFFICE,-87
10278,39,4,5805,34:60:f9:a1:88:63,,-88
10279,39,4,5785,bc:22:28:21:09:22,,-65
10280,39,4,5785,bc:22:28:21:09:21,CSE-205,-65
10281,39,4,2437,bc:22:28:21:09:ba,CSE-206,-67
10282,39,4,2462,bc:22:28:21:55:6e,CSE-104,-79
10283,39,4,2462,bc:22:28:21:70:62,CSE-214,-76
10284,39,4,5745,1c:61:b4:9c:79:f3,,-90
10285,39,4,5805,36:62:f9:a1:8b:8f,CSE OFFICE,-84
10286,39,5,2417,1e:61:b4:ac:79:f2,CSE-306BL,-60
10287,39,5,5745,52:29:6f:70:e8:02,Shakshor,-85
10288,39,5,2432,60:63:4c:31:37:40,CSE-303,-56
10289,39,5,2412,00:22:b0:05:f3:51,CSE-108,-76
10290,39,5,5745,1e:61:b4:ac:7a:1b,CSE-306BL,-88
10291,39,5,5805,36:62:f9:a1:88:63,CSE OFFICE,-96
10292,39,5,5785,bc:22:28:21:09:22,,-73
10293,39,5,2437,bc:22:28:21:09:ba,CSE-206,-58
10294,39,5,5785,bc:22:28:21:09:21,CSE-205,-69
10295,39,5,2412,00:22:b0:05:f3:bc,CSE-204,-73
10296,39,5,5785,bc:22:28:21:09:b7,,-65
10297,39,5,2472,a4:2b:8c:5e:1c:3a,Dr Mohammad Faisal,-95
10298,39,5,2412,18:0f:76:c3:06:8d,CSE-304,-66
10299,39,5,5805,36:62:f9:a1:8b:8f,CSE OFFICE,-72
10300,39,6,2417,1e:61:b4:ac:79:f2,CSE-306BL,-65
10301,39,6,5745,1e:61:b4:ac:79:f3,CSE-306BL,-84
10302,39,6,5745,52:29:6f:70:e8:02,Shakshor,-86
10303,39,6,2412,00:22:b0:05:f3:51,CSE-108,-69
10304,39,6,2417,1e:61:b4:ac:7a:1a,CSE-306BL,-69
10305,39,6,5745,1e:61:b4:ac:7a:1b,CSE-306BL,-89
10306,39,6,5805,36:62:f9:a1:88:63,CSE OFFICE,-98
10307,39,6,2437,bc:22:28:21:09:ba,CSE-206,-65
10308,39,6,2422,26:2f:d0:88:4c:62,IAC,-77
10309,39,6,2417,1c:61:b4:9c:7a:1a,,-68
10310,39,6,2457,36:20:f9:a1:8b:8e,CSE OFFICE,-50
10311,39,6,2462,bc:22:28:21:70:62,CSE-214,-72
10312,39,6,5805,36:62:f9:a1:8b:8f,CSE OFFICE,-83
10313,39,7,5805,bc:22:28:21:70:5f,CSE-214,-81
10314,39,7,5745,1e:61:b4:ac:79:f3,CSE-306BL,-89
10315,39,7,2432,60:63:4c:31:37:40,CSE-303,-74
10316,39,7,5745,1e:61:b4:ac:7a:1b,CSE-306BL,-93
10317,39,7,2417,9a:25:4a:0e:36:5e,CSE- G11&G12,-65
10318,39,7,2457,bc:22:28:21:09:24,CSE-205,-75
10319,39,7,5785,bc:22:28:21:09:22,,-82
10320,39,7,2437,bc:22:28:21:09:ba,CSE-206,-46
10321,39,7,5785,bc:22:28:21:09:21,CSE-205,-87
10322,39,7,5785,bc:22:28:21:09:b7,,-44
10323,39,7,2472,a4:2b:8c:5e:1c:3a,Dr Mohammad Faisal,-94
10324,39,7,2457,36:20:f9:a1:8b:8e,CSE OFFICE,-67
10325,39,7,2462,bc:22:28:21:70:62,CSE-214,-68
10326,39,7,5745,1c:61:b4:9c:79:f3,,-88
10327,39,7,5805,bc:22:28:21:70:60,,-82
10328,39,8,5805,bc:22:28:21:70:5f,CSE-214,-83
10329,39,8,5805,5c:e9:31:22:bf:97,,-93
10330,39,8,2467,c8:d3:a3:21:82:88,CSE-118,-88
10331,39,8,2462,60:63:4c:31:37:60,CSE-306,-61
10332,39,8,2412,90:6a:94:f9:b6:f5,CSE-314,-74
10333,39,8,2427,66:83:e7:4e:54:6a,,-80
10334,39,8,2437,70:4c:a5:64:bc:60,BUET-Free-WiFi,-68
10335,39,8,2437,bc:22:28:21:09:ba,CSE-206,-70
10336,39,8,5785,bc:22:28:21:09:b8,,-75
10337,39,8,5805,5e:ea:31:22:bf:97,CSE-LAB,-92
10338,39,8,5785,bc:22:28:21:09:b7,,-81
10339,39,8,2462,bc:22:28:21:70:62,CSE-214,-69
10340,39,8,5745,f0:b4:d2:1c:9c:8c,ART-5,-91
10341,39,8,5805,bc:22:28:21:70:60,,-80
10342,39,9,5805,bc:22:28:21:70:5f,CSE-214,-83
10343,39,9,5805,5c:e9:31:22:bf:97,,-93
10344,39,9,2467,c8:d3:a3:21:82:88,CSE-118,-88
10345,39,9,2462,60:63:4c:31:37:60,CSE-306,-61
10346,39,9,2412,90:6a:94:f9:b6:f5,CSE-314,-74
10347,39,9,2427,66:83:e7:4e:54:6a,,-80
10348,39,9,2437,70:4c:a5:64:bc:60,BUET-Free-WiFi,-68
10349,39,9,2437,bc:22:28:21:09:ba,CSE-206,-70
10350,39,9,5785,bc:22:28:21:09:b8,,-75
